orig.ident,nCount_RNA,nFeature_RNA,x,y,z,volume,np,np_nuc,np_cyto,pctnuc,pctcyto,region,marker_reads,predicted.id,nCount_SCT,nFeature_SCT,SCT_snn_res.0.1,seurat_clusters,lung,cell_type
F-323,all,49,22,1642,570,15,49908,0,0,0,0,0,F,21,Secretory cell,49,22,6,6,6,AT1
F-329,all,26,16,707,3665,25,92669,0,0,0,0,0,F,5,Capillary 1 cell,41,16,2,2,2_1,Capillary
F-330,all,17,11,498,3423,31,67422,0,0,0,0,0,F,2,Proliferative mesenchymal progenitor cell,35,11,6,6,6,AT1
F-333,all,29,18,612,2843,10,51785,0,0,0,0,0,F,6,Inflammatory monocyte,36,18,8,8,8_2,InterstitialMac
F-334,all,63,21,1810,3455,20,58945,0,0,0,0,0,F,3,Alveolar type 1 cell,53,21,6,6,6,AT1
F-336,all,28,18,1297,2741,37,45818,0,0,0,0,0,F,3,Capillary 1 cell,41,18,2,2,2_3,Vein
F-337,all,26,15,567,3449,37,58206,0,0,0,0,0,F,4,Venous endothelial cell,43,15,2,2,2_6,pDC
F-339,all,94,42,1864,3664,19,103063,0,0,0,0,0,F,16,Interstitial macrophage,62,42,8,8,8_3,InterstitialMac
F-340,all,14,12,703,2533,9,15478,0,0,0,0,0,F,4,Sox9+/Id2+ epithelial cell,31,12,1,1,1_3,AT2
F-341,all,57,31,1473,2455,14,117392,0,0,0,0,0,F,10,Proliferative mesenchymal progenitor cell,57,32,3,3,3_1,SMC
F-343,all,15,9,725,3435,23,60871,0,0,0,0,0,F,2,Pericyte,36,9,5,5,5_3,Pericyte
F-344,all,49,25,1448,2297,20,93988,0,0,0,0,0,F,6,Inflammatory monocyte,50,26,3,3,3_1,SMC
F-345,all,15,10,319,2378,6,24260,0,0,0,0,0,F,6,Alveolar fibroblast 1,38,11,1,1,1_5_1,LymphaticEndo
F-347,all,36,16,794,3668,21,91502,0,0,0,0,0,F,2,Alveolar fibroblast 1,42,17,1,1,1_4_1,AlveolarFib
F-348,all,37,22,921,2354,26,78723,0,0,0,0,0,F,8,Alveolar fibroblast 1,41,22,7,7,7_2,PatrolMac
F-350,all,30,17,374,2478,33,55278,0,0,0,0,0,F,4,Alveolar fibroblast 1,42,18,2,2,2_4,Artery
F-351,all,106,28,175,2385,29,101190,0,0,0,0,0,F,80,Alveolar type 2 cell,52,17,1,1,1_3,AT2
