,column,row,z,gene_name,cell_barcode,raw_cell_barcode,gridc_gridr_tilenum
51893,2890,3458,24,Mcl1,1711,340,"1,1,60"
51894,3014,3459,24,Apaf1,1509,138,"1,1,60"
51895,2883,3464,24,Vegfa,1711,340,"1,1,60"
51896,2979,3481,24,Pias1,1509,138,"1,1,60"
51897,2989,3676,24,Ccr2,1511,140,"1,1,60"
51898,3304,3384,25,Vegfa,1656,285,"1,1,60"
51899,2979,3486,25,Gja5,1509,138,"1,1,60"
51900,2965,3498,25,Vegfa,1509,138,"1,1,60"
51901,3177,3520,25,NP-gRNA,1748,377,"1,1,60"
51902,3192,3539,25,NP-gRNA,1463,92,"1,1,60"
51903,2926,3564,25,Col1a2,1442,71,"1,1,60"
51904,3043,3627,25,Etv5,1469,98,"1,1,60"
51905,3031,3669,25,Col1a2,1488,117,"1,1,60"
51906,3013,3679,25,Nfkbia,1511,140,"1,1,60"
51907,3312,3386,26,Irf1,1656,285,"1,1,60"
51908,3099,3394,26,Nr4a1,1407,36,"1,1,60"
51909,3329,3416,26,Tgfb1,1656,285,"1,1,60"
51910,2868,3468,26,Mcl1,1711,340,"1,1,60"
51911,2862,3547,26,Col1a2,1705,334,"1,1,60"
51912,2871,3559,26,Nr4a1,1705,334,"1,1,60"
51913,2995,3674,26,Ifna2,1511,140,"1,1,60"
51914,3097,3425,27,Nfkbia,1407,36,"1,1,60"
51915,2891,3462,27,Vegfa,1711,340,"1,1,60"
51916,2890,3473,27,Vegfa,1711,340,"1,1,60"
51917,2967,3496,27,Vegfa,1509,138,"1,1,60"
51918,3193,3524,27,NP-gRNA,1463,92,"1,1,60"
51919,2936,3550,27,Col1a2,1442,71,"1,1,60"
51920,3324,3414,28,Ifnar2,1656,285,"1,1,60"
51921,3320,3415,28,Ifnar2,1656,285,"1,1,60"
51922,3086,3427,28,NP-gRNA,1388,17,"1,1,60"
51923,2891,3457,28,Tnfrsf21,1711,340,"1,1,60"
51924,2996,3465,28,Apaf1,1509,138,"1,1,60"
51925,2857,3475,28,Vegfa,1711,340,"1,1,60"
51926,3182,3527,28,NP-gRNA,1748,377,"1,1,60"
51927,2856,3564,28,Col1a2,1705,334,"1,1,60"
51928,2904,3623,28,Hhip,1658,287,"1,1,60"
51929,2885,3465,29,Vegfa,1711,340,"1,1,60"
51930,2977,3474,29,Gja5,1509,138,"1,1,60"
51931,2975,3475,29,Gja5,1509,138,"1,1,60"
51932,2891,3490,29,Vegfa,1711,340,"1,1,60"
51933,3184,3522,29,NP-gRNA,1748,377,"1,1,60"
51934,2903,3550,29,Icam1,1442,71,"1,1,60"
51935,2889,3457,30,Tnfrsf21,1711,340,"1,1,60"
51936,2886,3481,30,Mcl1,1711,340,"1,1,60"
51937,2876,3590,30,Col1a2,1715,344,"1,1,60"
51938,3002,3659,30,Il6st,1511,140,"1,1,60"
51939,3128,3465,31,Rsph1,1376,5,"1,1,60"
51940,2875,3471,31,Cd200r1,1711,340,"1,1,60"
51941,3193,3520,32,NP-gRNA,1463,92,"1,1,60"
51942,2901,3548,31,Icam1,1442,71,"1,1,60"
51943,2867,3548,31,Col1a2,1705,334,"1,1,60"
51944,2903,3549,31,Icam1,1442,71,"1,1,60"
51945,2872,3590,31,Col1a2,1715,344,"1,1,60"
51946,3003,3697,31,Adam10,1511,140,"1,1,60"
51947,3107,3393,32,Notch3,1675,304,"1,1,60"
51948,2878,3469,32,Vegfa,1711,340,"1,1,60"
51949,3219,3495,32,Col1a2,1449,78,"1,1,60"
51950,2862,3551,32,Itgae,1705,334,"1,1,60"
51951,2868,3552,32,Col1a2,1705,334,"1,1,60"
51952,2998,3667,32,Hhip,1511,140,"1,1,60"
51953,3079,3405,33,Vegfa,1407,36,"1,1,60"
51954,2889,3456,33,Tnfrsf21,1711,340,"1,1,60"
51955,3207,3512,33,Col1a2,1463,92,"1,1,60"
51956,2869,3526,33,C1qa,1603,232,"1,1,60"
51957,3188,3529,33,Mmp3,1463,92,"1,1,60"
51958,3002,3655,33,Cflar,1488,117,"1,1,60"
51959,3306,3408,34,Il6st,1656,285,"1,1,60"
51960,2876,3461,34,Irf1,1711,340,"1,1,60"
51961,3242,3462,34,Mcl1,1449,78,"1,1,60"
51962,3009,3468,34,Vegfa,1509,138,"1,1,60"
51963,2971,3475,34,Gja5,1509,138,"1,1,60"
51964,3222,3478,34,Mcl1,1449,78,"1,1,60"
51965,3221,3480,34,Mcl1,1449,78,"1,1,60"
51966,3250,3530,34,Pias1,1685,314,"1,1,60"
51967,2865,3610,34,Scgb1a1,1715,344,"1,1,60"
51968,3015,3635,35,Nfkbia,1469,98,"1,1,60"
51969,2998,3665,34,Hhip,1511,140,"1,1,60"
51970,2990,3684,34,Ifna2,1511,140,"1,1,60"
51971,3089,3388,35,Mcl1,1407,36,"1,1,60"
51972,3079,3398,35,Vegfa,1407,36,"1,1,60"
51973,3079,3407,35,Vegfa,1407,36,"1,1,60"
51974,3252,3509,35,Col1a2,1685,314,"1,1,60"
51975,3214,3542,35,Rtkn2,1463,92,"1,1,60"
51976,2986,3608,35,Notch3,1566,195,"1,1,60"
51977,3019,3633,35,Nfkbia,1469,98,"1,1,60"
51978,3020,3636,35,Nfkbia,1469,98,"1,1,60"
51979,2999,3668,35,Hhip,1511,140,"1,1,60"
51980,2990,3673,35,Ifnar2,1511,140,"1,1,60"
51981,3080,3405,36,Vegfa,1407,36,"1,1,60"
51982,3336,3411,36,Prdm1,1656,285,"1,1,60"
51983,3203,3529,36,Nfkbia,1463,92,"1,1,60"
51984,2985,3671,36,Ifnar2,1511,140,"1,1,60"
51985,3308,3408,37,Il6st,1656,285,"1,1,60"
51986,3255,3532,37,Nfkbia,1685,314,"1,1,60"
51987,2871,3535,37,Tnfrsf21,1603,232,"1,1,60"
51988,3192,3542,37,Vegfa,1463,92,"1,1,60"
51989,3197,3547,37,Vegfa,1463,92,"1,1,60"
51990,2987,3672,37,Ifnar2,1511,140,"1,1,60"
51991,2989,3674,37,Ifnar2,1511,140,"1,1,60"
51992,2998,3700,38,Nfkb1,1511,140,"1,1,60"
51993,3237,3471,38,Nr4a1,1449,78,"1,1,60"
51994,3233,3544,38,Vegfa,1685,314,"1,1,60"
51995,3226,3546,38,Vegfa,1463,92,"1,1,60"
51996,3028,3618,38,Apaf1,1469,98,"1,1,60"
51997,2982,3697,38,Apaf1,1511,140,"1,1,60"
51998,2993,3700,38,B2m,1511,140,"1,1,60"
51999,3080,3395,39,Vegfa,1407,36,"1,1,60"
52000,3084,3407,39,Nfkbia,1407,36,"1,1,60"
52001,2934,3499,39,Itga8,1622,251,"1,1,60"
52002,2851,3525,39,Nfkbia,1632,261,"1,1,60"
52003,3192,3539,39,Vegfa,1463,92,"1,1,60"
52004,3221,3549,39,Traf6,1463,92,"1,1,60"
52005,3225,3551,39,Vegfa,1463,92,"1,1,60"
52006,3217,3561,39,Nfkbia,1463,92,"1,1,60"
52007,2949,3583,39,Mcl1,1566,195,"1,1,60"
52008,2952,3589,39,Notch3,1566,195,"1,1,60"
52009,3032,3669,39,Hhip,1488,117,"1,1,60"
52010,3017,3670,39,Col1a2,1488,117,"1,1,60"
52011,3031,3671,39,Hhip,1488,117,"1,1,60"
52012,3309,3389,40,Irf9,1656,285,"1,1,60"
52013,3093,3406,40,Adam10,1407,36,"1,1,60"
52014,3026,3472,40,Hhip,1624,253,"1,1,60"
52015,2993,3500,40,Lmod1,1509,138,"1,1,60"
52016,3198,3553,40,Bst2,1463,92,"1,1,60"
52017,3219,3560,40,Nfkbia,1463,92,"1,1,60"
52018,2872,3576,40,Scgb1a1,1715,344,"1,1,60"
52019,2983,3694,40,Ddx58,1511,140,"1,1,60"
52020,3148,3433,41,Etv5,1376,5,"1,1,60"
52021,2998,3459,41,Nfkbia,1509,138,"1,1,60"
52022,2982,3464,41,Mcl1,1509,138,"1,1,60"
52023,3006,3473,41,Vegfa,1509,138,"1,1,60"
52024,2930,3495,41,Col1a2,1622,251,"1,1,60"
52025,2934,3496,41,Notch3,1622,251,"1,1,60"
52026,3203,3552,41,Vegfa,1463,92,"1,1,60"
52027,3222,3556,41,Vegfa,1463,92,"1,1,60"
52028,2967,3575,41,Apaf1,1566,195,"1,1,60"
52029,2930,3582,41,Notch3,1566,195,"1,1,60"
52030,2945,3584,41,Notch3,1566,195,"1,1,60"
52031,2862,3607,41,Scgb1a1,1715,344,"1,1,60"
52032,2863,3610,41,Scgb1a1,1715,344,"1,1,60"
52033,3016,3647,41,Hhip,1488,117,"1,1,60"
52034,3029,3670,41,Hhip,1488,117,"1,1,60"
52035,2994,3677,41,Mcl1,1511,140,"1,1,60"
52036,2994,3684,41,Ccr2,1511,140,"1,1,60"
52037,3353,3394,42,Mcl1,1656,285,"1,1,60"
52038,3081,3398,42,Vegfa,1407,36,"1,1,60"
52039,3041,3480,42,Csf2,1624,253,"1,1,60"
52040,3010,3492,42,Lmod1,1509,138,"1,1,60"
52041,2999,3499,42,Il4ra,1509,138,"1,1,60"
52042,3227,3538,42,Vegfa,1685,314,"1,1,60"
52043,3237,3546,42,Vegfa,1685,314,"1,1,60"
52044,3222,3553,42,Vegfa,1463,92,"1,1,60"
52045,3229,3554,42,Bcl2l1,1463,92,"1,1,60"
52046,3197,3554,42,Bst2,1463,92,"1,1,60"
52047,3224,3557,42,Icam1,1463,92,"1,1,60"
52048,2943,3583,42,Notch3,1566,195,"1,1,60"
52049,3029,3620,42,Irf1,1469,98,"1,1,60"
52050,3031,3683,42,Bst2,1488,117,"1,1,60"
52051,3028,3684,42,Bst2,1488,117,"1,1,60"
52052,2928,3489,43,Il6st,1622,251,"1,1,60"
52053,3228,3524,43,Vegfa,1685,314,"1,1,60"
52054,3252,3547,43,Rtkn2,1685,314,"1,1,60"
52055,2903,3572,43,Scgb1a1,1442,71,"1,1,60"
52056,2960,3609,43,Kcnk2,1566,195,"1,1,60"
52057,2906,3611,43,Il10ra,1658,287,"1,1,60"
52058,3233,3471,44,Trim25,1449,78,"1,1,60"
52059,3214,3510,44,Rtkn2,1685,314,"1,1,60"
52060,3225,3513,44,Vegfa,1685,314,"1,1,60"
52061,3226,3524,44,Vegfa,1685,314,"1,1,60"
52062,3202,3531,44,Vegfa,1463,92,"1,1,60"
52063,2882,3600,44,Scgb1a1,1658,287,"1,1,60"
52064,3216,3493,45,Hhip,1449,78,"1,1,60"
52065,3229,3523,45,Vegfa,1685,314,"1,1,60"
52066,3341,3391,46,Bank1,1656,285,"1,1,60"
52067,3190,3513,46,Rtkn2,1463,92,"1,1,60"
52068,3225,3522,46,Vegfa,1685,314,"1,1,60"
52069,2904,3613,46,Il10ra,1658,287,"1,1,60"
52070,3141,3540,0,Sftpc,1416,45,"1,1,60"
52071,3138,3543,0,Sftpc,1416,45,"1,1,60"
52072,3154,3546,0,Sftpc,1416,45,"1,1,60"
52073,3138,3546,0,Sftpc,1416,45,"1,1,60"
52074,3191,3550,0,Sftpc,1463,92,"1,1,60"
52075,3124,3573,0,Sftpc,1416,45,"1,1,60"
52076,2868,3620,0,Sftpc,1600,229,"1,1,60"
52077,2877,3640,0,Sftpc,1600,229,"1,1,60"
52078,2880,3646,0,Sftpc,1600,229,"1,1,60"
52079,3127,3568,1,Sftpc,1416,45,"1,1,60"
52080,2861,3600,1,Plxnd1,1715,344,"1,1,60"
52081,3103,3381,2,Casp8,1675,304,"1,1,60"
52082,3178,3539,2,Sftpc,1748,377,"1,1,60"
52083,3162,3545,2,Sftpc,1416,45,"1,1,60"
52084,3136,3549,3,Sftpc,1416,45,"1,1,60"
52085,3188,3550,2,Sftpc,1463,92,"1,1,60"
52086,2912,3581,2,Dusp8,1658,287,"1,1,60"
52087,2880,3641,2,Sftpc,1600,229,"1,1,60"
52088,3087,3380,3,Bcl2l1,1407,36,"1,1,60"
52089,3102,3386,3,Ly6c2,1675,304,"1,1,60"
52090,3147,3535,3,Sftpc,1416,45,"1,1,60"
52091,3166,3539,3,Sftpc,1748,377,"1,1,60"
52092,3173,3546,3,Sftpc,1748,377,"1,1,60"
52093,3132,3559,3,Sftpc,1416,45,"1,1,60"
52094,3116,3565,3,Sftpc,1416,45,"1,1,60"
52095,2914,3577,3,Dusp8,1658,287,"1,1,60"
52096,2856,3627,3,Pdgfrb,1600,229,"1,1,60"
52097,3214,3530,4,Myd88,1463,92,"1,1,60"
52098,3151,3532,4,Sftpc,1416,45,"1,1,60"
52099,2853,3659,4,Myd88,1600,229,"1,1,60"
52100,3079,3430,5,Myh11,1388,17,"1,1,60"
52101,3082,3431,5,Myh11,1388,17,"1,1,60"
52102,3207,3522,5,Myd88,1463,92,"1,1,60"
52103,3210,3526,5,Myd88,1463,92,"1,1,60"
52104,3169,3527,5,Sftpc,1748,377,"1,1,60"
52105,3169,3535,5,Sftpc,1748,377,"1,1,60"
52106,3168,3546,5,Sftpc,1748,377,"1,1,60"
52107,3143,3556,5,Birc3,1416,45,"1,1,60"
52108,2875,3621,5,Sftpc,1600,229,"1,1,60"
52109,3061,3421,6,Birc3,1388,17,"1,1,60"
52110,3053,3431,6,Plxnd1,1388,17,"1,1,60"
52111,2877,3461,6,Bcl2l1,1711,340,"1,1,60"
52112,3175,3515,6,Npnt,1463,92,"1,1,60"
52113,3210,3523,6,Myd88,1463,92,"1,1,60"
52114,3172,3541,6,Sftpc,1748,377,"1,1,60"
52115,3150,3543,6,Sftpc,1416,45,"1,1,60"
52116,3197,3546,6,Sftpc,1463,92,"1,1,60"
52117,3145,3556,6,Birc3,1416,45,"1,1,60"
52118,3056,3431,7,Plxnd1,1388,17,"1,1,60"
52119,2873,3458,7,Casp1,1711,340,"1,1,60"
52120,3140,3526,7,Sftpc,1416,45,"1,1,60"
52121,3189,3528,7,Sftpc,1463,92,"1,1,60"
52122,3198,3532,7,Sftpc,1463,92,"1,1,60"
52123,3153,3533,7,Sftpc,1416,45,"1,1,60"
52124,3175,3534,7,Sftpc,1748,377,"1,1,60"
52125,3192,3543,7,Sftpc,1463,92,"1,1,60"
52126,3122,3561,7,Lamp3,1416,45,"1,1,60"
52127,3133,3562,7,Sftpc,1416,45,"1,1,60"
52128,3182,3512,8,Npnt,1463,92,"1,1,60"
52129,3181,3523,8,Sftpc,1748,377,"1,1,60"
52130,3192,3527,8,Sftpc,1463,92,"1,1,60"
52131,3139,3545,9,Sftpc,1416,45,"1,1,60"
52132,3191,3546,8,Sftpc,1463,92,"1,1,60"
52133,3125,3547,8,Sftpc,1416,45,"1,1,60"
52134,3036,3618,8,Ly6c2,1469,98,"1,1,60"
52135,3155,3440,9,Npnt,1376,5,"1,1,60"
52136,3157,3546,9,Sftpc,1416,45,"1,1,60"
52137,3128,3546,9,Sftpc,1416,45,"1,1,60"
52138,3153,3554,9,Sftpc,1416,45,"1,1,60"
52139,3113,3557,9,Sftpc,1416,45,"1,1,60"
52140,3115,3564,9,Sftpc,1416,45,"1,1,60"
52141,3094,3392,10,Bcl2l1,1407,36,"1,1,60"
52142,3157,3437,10,Npnt,1376,5,"1,1,60"
52143,3163,3439,10,Npnt,1376,5,"1,1,60"
52144,2867,3465,10,Ly6c2,1711,340,"1,1,60"
52145,3150,3466,10,Gbp7,1376,5,"1,1,60"
52146,3163,3529,10,Sftpc,1748,377,"1,1,60"
52147,3135,3545,10,Sftpc,1416,45,"1,1,60"
52148,3176,3551,10,Sftpc,1748,377,"1,1,60"
52149,3123,3553,10,Sftpc,1416,45,"1,1,60"
52150,3120,3554,10,Sftpc,1416,45,"1,1,60"
52151,2862,3580,10,Npnt,1715,344,"1,1,60"
52152,3091,3380,11,Itga5,1407,36,"1,1,60"
52153,3151,3447,11,Npnt,1376,5,"1,1,60"
52154,2856,3461,11,Bcl2l1,1711,340,"1,1,60"
52155,3173,3529,11,Sftpc,1748,377,"1,1,60"
52156,3167,3529,11,Sftpc,1748,377,"1,1,60"
52157,3136,3539,11,Sftpc,1416,45,"1,1,60"
52158,3194,3548,11,Sftpc,1463,92,"1,1,60"
52159,3117,3564,11,Sftpc,1416,45,"1,1,60"
52160,3131,3565,11,Sftpc,1416,45,"1,1,60"
52161,3216,3329,12,Sftpc,1652,281,"1,1,60"
52162,3193,3520,12,Sftpc,1463,92,"1,1,60"
52163,2862,3621,12,Irf7,1600,229,"1,1,60"
52164,3196,3383,13,Psmb9,1447,76,"1,1,60"
52165,3202,3542,13,Sftpc,1463,92,"1,1,60"
52166,3161,3545,13,Bcl2l1,1416,45,"1,1,60"
52167,3140,3552,13,Sftpc,1416,45,"1,1,60"
52168,3179,3554,13,Sftpc,1748,377,"1,1,60"
52169,2861,3572,13,Ifngr1,1715,344,"1,1,60"
52170,3153,3449,14,Npnt,1376,5,"1,1,60"
52171,3156,3528,14,Sftpc,1416,45,"1,1,60"
52172,3144,3535,14,Sftpc,1416,45,"1,1,60"
52173,3141,3541,14,Sftpc,1416,45,"1,1,60"
52174,3181,3553,14,Sftpc,1748,377,"1,1,60"
52175,3175,3556,14,Sftpc,1748,377,"1,1,60"
52176,3124,3571,14,Sftpc,1416,45,"1,1,60"
52177,3079,3442,15,Ly6c2,1388,17,"1,1,60"
52178,3150,3535,15,Sftpc,1416,45,"1,1,60"
52179,3191,3536,15,Sftpc,1748,377,"1,1,60"
52180,3193,3540,15,Sftpc,1463,92,"1,1,60"
52181,3132,3569,15,Sftpc,1416,45,"1,1,60"
52182,2920,3605,15,Plxnd1,1658,287,"1,1,60"
52183,3166,3403,16,Rorc,1447,76,"1,1,60"
52184,3191,3525,16,Cxcl3,1463,92,"1,1,60"
52185,3179,3545,16,Dusp16,1748,377,"1,1,60"
52186,3200,3548,16,Sftpc,1463,92,"1,1,60"
52187,3177,3555,16,Sftpc,1748,377,"1,1,60"
52188,2870,3565,16,Npnt,1705,334,"1,1,60"
52189,3150,3566,16,Sftpc,1416,45,"1,1,60"
52190,3128,3568,16,Sftpc,1416,45,"1,1,60"
52191,3144,3569,16,Sftpc,1416,45,"1,1,60"
52192,2851,3584,16,Psmb9,1715,344,"1,1,60"
52193,2994,3673,16,Gbp3,1511,140,"1,1,60"
52194,3082,3412,17,Npnt,1407,36,"1,1,60"
52195,2891,3472,17,Plxnd1,1711,340,"1,1,60"
52196,3170,3515,17,Sftpc,1748,377,"1,1,60"
52197,3146,3544,17,Sftpc,1416,45,"1,1,60"
52198,2871,3554,17,Tradd,1705,334,"1,1,60"
52199,2927,3556,17,Fgfr1,1442,71,"1,1,60"
52200,3158,3559,17,Sftpc,1416,45,"1,1,60"
52201,2931,3564,17,Npnt,1442,71,"1,1,60"
52202,3127,3566,17,Sftpc,1416,45,"1,1,60"
52203,3141,3566,17,Sftpc,1416,45,"1,1,60"
52204,3145,3571,17,Sftpc,1416,45,"1,1,60"
52205,3167,3406,18,Rorc,1447,76,"1,1,60"
52206,2905,3471,18,Fgfr1,1711,340,"1,1,60"
52207,3183,3520,18,Sftpc,1748,377,"1,1,60"
52208,3153,3539,18,Sftpc,1416,45,"1,1,60"
52209,2865,3545,18,Fgfr1,1705,334,"1,1,60"
52210,3195,3550,18,Sftpc,1463,92,"1,1,60"
52211,3135,3564,18,Sftpc,1416,45,"1,1,60"
52212,2892,3467,19,Plxnd1,1711,340,"1,1,60"
52213,2888,3467,19,Plxnd1,1711,340,"1,1,60"
52214,3144,3548,19,Sftpc,1416,45,"1,1,60"
52215,3154,3556,19,Sftpc,1416,45,"1,1,60"
52216,3161,3565,19,Sftpc,1416,45,"1,1,60"
52217,2901,3613,19,Bcl2,1658,287,"1,1,60"
52218,3125,3395,20,Il1r1,1675,304,"1,1,60"
52219,3113,3403,20,Myh11,1675,304,"1,1,60"
52220,3064,3436,20,Fgfr1,1388,17,"1,1,60"
52221,2880,3451,20,Lama3,1711,340,"1,1,60"
52222,2885,3473,20,Ly6c2,1711,340,"1,1,60"
52223,2880,3474,20,Ly6c2,1711,340,"1,1,60"
52224,3165,3533,20,Sftpc,1748,377,"1,1,60"
52225,3207,3548,20,Sftpc,1463,92,"1,1,60"
52226,2885,3575,20,Il6ra,1442,71,"1,1,60"
52227,3020,3697,20,Ly6c2,1511,140,"1,1,60"
52228,3081,3394,21,Plxnd1,1407,36,"1,1,60"
52229,3195,3406,21,Ppara,1447,76,"1,1,60"
52230,3172,3521,21,Sftpc,1748,377,"1,1,60"
52231,3203,3541,21,Sftpc,1463,92,"1,1,60"
52232,2903,3586,21,Myd88,1658,287,"1,1,60"
52233,3031,3599,21,Gbp7,1469,98,"1,1,60"
52234,3044,3623,21,Ephb4,1469,98,"1,1,60"
52235,3022,3695,21,Itgam,1511,140,"1,1,60"
52236,2908,3473,22,Casp8,1711,340,"1,1,60"
52237,2906,3473,22,Casp8,1711,340,"1,1,60"
52238,2903,3473,22,Casp8,1711,340,"1,1,60"
52239,3197,3534,22,Sftpc,1463,92,"1,1,60"
52240,3212,3550,22,Sftpc,1463,92,"1,1,60"
52241,2872,3550,22,Ifih1,1705,334,"1,1,60"
52242,3204,3551,22,Sftpc,1463,92,"1,1,60"
52243,3177,3523,23,Sftpc,1748,377,"1,1,60"
52244,2896,3566,23,Npnt,1442,71,"1,1,60"
52245,3091,3385,24,Fgfr1,1407,36,"1,1,60"
52246,3073,3392,24,Fgfr1,1407,36,"1,1,60"
52247,3016,3475,24,Plxnd1,1509,138,"1,1,60"
52248,3199,3400,25,Npnt,1447,76,"1,1,60"
52249,2983,3470,25,Lama3,1509,138,"1,1,60"
52250,3186,3541,26,Sftpc,1748,377,"1,1,60"
52251,3201,3543,26,Sftpc,1463,92,"1,1,60"
52252,2922,3593,26,Dusp16,1658,287,"1,1,60"
52253,2983,3689,26,Ifit1,1511,140,"1,1,60"
52254,3174,3529,27,Tnfrsf1b,1748,377,"1,1,60"
52255,3215,3552,27,Sftpc,1463,92,"1,1,60"
52256,3007,3699,27,Plxnd1,1511,140,"1,1,60"
52257,3166,3380,28,Prrx1,1447,76,"1,1,60"
52258,2865,3460,28,Casp8,1711,340,"1,1,60"
52259,2887,3490,28,Casp8,1711,340,"1,1,60"
52260,3213,3522,28,Bcl2l1,1463,92,"1,1,60"
52261,3211,3542,28,Sftpc,1463,92,"1,1,60"
52262,3196,3545,29,Sftpc,1463,92,"1,1,60"
52263,3208,3549,28,Sftpc,1463,92,"1,1,60"
52264,3016,3652,28,Psmb9,1488,117,"1,1,60"
52265,2994,3466,29,Cxcr1,1509,138,"1,1,60"
52266,3009,3469,29,Plxnd1,1509,138,"1,1,60"
52267,3191,3539,29,Sftpc,1463,92,"1,1,60"
52268,3215,3551,29,Sftpc,1463,92,"1,1,60"
52269,3043,3613,29,Npnt,1469,98,"1,1,60"
52270,3191,3531,30,Sftpc,1463,92,"1,1,60"
52271,3239,3533,30,Myh11,1685,314,"1,1,60"
52272,3181,3538,30,Sftpc,1748,377,"1,1,60"
52273,2859,3573,30,Tradd,1705,334,"1,1,60"
52274,3188,3520,31,Sftpc,1463,92,"1,1,60"
52275,3254,3521,31,Myd88,1685,314,"1,1,60"
52276,3186,3534,32,Sftpc,1748,377,"1,1,60"
52277,3210,3541,31,Sftpc,1463,92,"1,1,60"
52278,2862,3606,31,Sftpc,1715,344,"1,1,60"
52279,3013,3647,31,Plxnd1,1488,117,"1,1,60"
52280,2990,3685,31,Cdkn1a,1511,140,"1,1,60"
52281,3307,3416,32,Cxcr1,1656,285,"1,1,60"
52282,3088,3425,32,Npnt,1388,17,"1,1,60"
52283,3017,3469,32,Bcl2l1,1509,138,"1,1,60"
52284,3193,3533,32,Sftpc,1463,92,"1,1,60"
52285,3208,3545,32,Sftpc,1463,92,"1,1,60"
52286,3175,3396,33,Prrx1,1447,76,"1,1,60"
52287,2998,3452,33,Plxnd1,1509,138,"1,1,60"
52288,2865,3599,33,Sftpc,1715,344,"1,1,60"
52289,3011,3467,35,Plxnd1,1509,138,"1,1,60"
52290,3182,3528,34,Sftpc,1748,377,"1,1,60"
52291,3203,3538,34,Sftpc,1463,92,"1,1,60"
52292,3225,3552,34,Lama3,1463,92,"1,1,60"
52293,2991,3698,34,Adam17,1511,140,"1,1,60"
52294,3152,3445,35,Traf1,1376,5,"1,1,60"
52295,3136,3454,35,Casp8,1376,5,"1,1,60"
52296,2988,3470,35,Casp8,1509,138,"1,1,60"
52297,3209,3525,36,Sftpc,1463,92,"1,1,60"
52298,3192,3533,35,Sftpc,1463,92,"1,1,60"
52299,3206,3541,35,Sftpc,1463,92,"1,1,60"
52300,3219,3545,35,Sftpc,1463,92,"1,1,60"
52301,3207,3555,36,Sftpc,1463,92,"1,1,60"
52302,2856,3590,35,Sftpc,1715,344,"1,1,60"
52303,2867,3593,35,Sftpc,1715,344,"1,1,60"
52304,3036,3651,35,Cxcl11,1488,117,"1,1,60"
52305,3228,3476,36,Stat2,1449,78,"1,1,60"
52306,3243,3482,37,Bcl2l1,1685,314,"1,1,60"
52307,3188,3522,36,Sftpc,1463,92,"1,1,60"
52308,3203,3524,36,Sftpc,1463,92,"1,1,60"
52309,3190,3525,36,Sftpc,1463,92,"1,1,60"
52310,3218,3558,36,Sftpc,1463,92,"1,1,60"
52311,2880,3585,36,Sftpc,1715,344,"1,1,60"
52312,2982,3681,36,Ifngr1,1511,140,"1,1,60"
52313,2874,3518,37,Tlr7,1603,232,"1,1,60"
52314,3200,3524,37,Sftpc,1463,92,"1,1,60"
52315,3195,3528,37,Sftpc,1463,92,"1,1,60"
52316,2853,3583,37,Sftpc,1715,344,"1,1,60"
52317,2908,3584,37,Sftpc,1658,287,"1,1,60"
52318,2967,3599,37,Psmb9,1566,195,"1,1,60"
52319,2854,3603,37,Sftpc,1715,344,"1,1,60"
52320,2891,3605,37,Sftpc,1658,287,"1,1,60"
52321,2858,3608,37,Sftpc,1715,344,"1,1,60"
52322,2855,3513,38,Ccl12,1632,261,"1,1,60"
52323,2873,3529,38,Itga5,1603,232,"1,1,60"
52324,3245,3544,38,Bcl2l1,1685,314,"1,1,60"
52325,2947,3571,38,Sftpc,1566,195,"1,1,60"
52326,2893,3573,38,Sftpc,1442,71,"1,1,60"
52327,2897,3578,38,Sftpc,1658,287,"1,1,60"
52328,2860,3580,38,Sftpc,1715,344,"1,1,60"
52329,2895,3608,38,Sftpc,1658,287,"1,1,60"
52330,2970,3679,38,Tlr7,1511,140,"1,1,60"
52331,3231,3469,39,Nrp2,1449,78,"1,1,60"
52332,2997,3471,39,Lama3,1509,138,"1,1,60"
52333,3211,3558,39,Npnt,1463,92,"1,1,60"
52334,2978,3576,39,Pax5,1566,195,"1,1,60"
52335,2900,3582,39,Sftpc,1658,287,"1,1,60"
52336,2879,3593,39,Sftpc,1715,344,"1,1,60"
52337,2965,3598,39,Psmb9,1566,195,"1,1,60"
52338,2860,3601,39,Sftpc,1715,344,"1,1,60"
52339,3030,3618,39,Bcl2l1,1469,98,"1,1,60"
52340,2973,3678,39,Tlr7,1511,140,"1,1,60"
52341,3240,3480,40,Bcl2l1,1449,78,"1,1,60"
52342,2874,3527,40,Itga5,1603,232,"1,1,60"
52343,3247,3539,40,Lama3,1685,314,"1,1,60"
52344,3192,3550,40,Ly6c2,1463,92,"1,1,60"
52345,2911,3582,40,Sftpc,1658,287,"1,1,60"
52346,2914,3631,40,Bcl2l1,1533,162,"1,1,60"
52347,3227,3473,41,Gbp7,1449,78,"1,1,60"
52348,2915,3580,41,Sftpc,1658,287,"1,1,60"
52349,2852,3589,41,Sftpc,1715,344,"1,1,60"
52350,2971,3488,42,Ly6c2,1509,138,"1,1,60"
52351,3230,3554,42,Bcl2l1,1463,92,"1,1,60"
52352,2873,3569,43,Sftpc,1715,344,"1,1,60"
52353,2856,3601,42,Sftpc,1715,344,"1,1,60"
52354,2862,3602,42,Sftpc,1715,344,"1,1,60"
52355,2853,3605,42,Sftpc,1715,344,"1,1,60"
52356,3332,3406,43,Pax5,1656,285,"1,1,60"
