,column,row,z,gene_name,cell_barcode,raw_cell_barcode,gridc_gridr_tilenum
517,1582,75,40,Npnt,45,44,"0,0,56"
518,1586,231,40,Oasl2,318,317,"0,0,56"
519,1590,234,40,Oasl2,318,317,"0,0,56"
520,1608,416,42,Sftpc,292,291,"0,0,56"
521,1838,314,0,Gbp4,183,182,"0,0,56"
522,1719,459,0,Zfp36,22,21,"0,0,56"
523,1749,23,1,Tgfbr1,156,155,"0,0,56"
524,1834,282,1,Efnb2,265,264,"0,0,56"
525,1601,418,1,Nfil3,292,291,"0,0,56"
526,1709,473,2,Bcl2,22,21,"0,0,56"
527,1599,422,3,Nfil3,292,291,"0,0,56"
528,1980,9,4,Tnfrsf1b,274,273,"0,0,56"
529,1887,315,5,Gbp4,183,182,"0,0,56"
530,1890,333,4,Plet1,183,182,"0,0,56"
531,1701,138,5,Vegfc,217,216,"0,0,56"
532,1878,313,5,B2m,183,182,"0,0,56"
533,1831,313,5,Gbp4,183,182,"0,0,56"
534,1749,503,5,Il6,43,42,"0,0,56"
535,1922,5,6,Ifngr2,274,273,"0,0,56"
536,1567,47,6,Itga2,27,26,"0,0,56"
537,1858,7,7,Irf3,344,343,"0,0,56"
538,1609,442,7,Fas,292,291,"0,0,56"
539,1664,500,7,Traf2,171,170,"0,0,56"
540,1742,505,7,Cxcl5,43,42,"0,0,56"
541,1884,6,8,Itgb2,344,343,"0,0,56"
542,1584,36,8,Gbp4,27,26,"0,0,56"
543,1571,36,8,Vegfc,27,26,"0,0,56"
544,1683,120,8,Efnb2,12,11,"0,0,56"
545,1884,26,9,B2m,344,343,"0,0,56"
546,1865,286,9,Sema3c,183,182,"0,0,56"
547,1661,464,10,Lamp3,171,170,"0,0,56"
548,1724,475,9,Gata3,22,21,"0,0,56"
549,1573,31,10,Ephb4,27,26,"0,0,56"
550,1602,32,10,Gbp4,27,26,"0,0,56"
551,1752,35,10,Casp7,156,155,"0,0,56"
552,1646,473,10,Bcl2,171,170,"0,0,56"
553,1598,20,11,Vegfc,27,26,"0,0,56"
554,1749,32,11,Casp7,156,155,"0,0,56"
555,1604,53,12,Tcf4,27,26,"0,0,56"
556,1728,120,12,Smad3,7,6,"0,0,56"
557,1807,268,12,Sema3c,265,264,"0,0,56"
558,1803,269,12,Sema3c,265,264,"0,0,56"
559,1874,314,14,Zfp36,183,182,"0,0,56"
560,1742,2,14,Smad3,398,397,"0,0,56"
561,1965,8,14,Tnfrsf10b,274,273,"0,0,56"
562,1593,46,14,Sema3c,27,26,"0,0,56"
563,1697,161,14,Sema3c,217,216,"0,0,56"
564,1829,255,14,Il12rb1,265,264,"0,0,56"
565,1891,330,14,Stat3,183,182,"0,0,56"
566,1599,417,15,Col14a1,292,291,"0,0,56"
567,1728,462,15,Cd274,22,21,"0,0,56"
568,1656,502,15,Tgfbr2,401,400,"0,0,56"
569,1962,5,16,Tnfrsf10b,274,273,"0,0,56"
570,1971,9,16,Tnfrsf10b,274,273,"0,0,56"
571,1592,22,16,Gbp4,27,26,"0,0,56"
572,1574,103,16,Irf3,45,44,"0,0,56"
573,1572,5,17,Vegfc,27,26,"0,0,56"
574,1596,18,17,Gbp4,27,26,"0,0,56"
575,1601,25,17,Smad3,27,26,"0,0,56"
576,1673,142,17,Smad3,12,11,"0,0,56"
577,1696,158,17,Nfil3,217,216,"0,0,56"
578,1874,299,17,Zfp36,183,182,"0,0,56"
579,1601,412,17,Col14a1,292,291,"0,0,56"
580,1677,458,17,Itgb2,171,170,"0,0,56"
581,1597,35,18,Tgfbr2,27,26,"0,0,56"
582,1636,121,18,Smad3,246,245,"0,0,56"
583,1690,154,18,Sema3c,12,11,"0,0,56"
584,1855,307,19,Tnfrsf1b,183,182,"0,0,56"
585,1624,401,19,Sema3c,292,291,"0,0,56"
586,1602,13,19,Smad3,27,26,"0,0,56"
587,1607,15,19,Smad3,27,26,"0,0,56"
588,1848,45,19,Tcf4,2,1,"0,0,56"
589,1696,154,19,Nfil3,12,11,"0,0,56"
590,1686,157,19,Sema3c,12,11,"0,0,56"
591,1896,309,19,Itga8,183,182,"0,0,56"
592,1686,504,19,Lamp3,35,34,"0,0,56"
593,1753,21,20,Zfp36,156,155,"0,0,56"
594,1584,24,20,Gbp4,27,26,"0,0,56"
595,1863,68,20,Stat1,2,1,"0,0,56"
596,1581,118,20,Fas,45,44,"0,0,56"
597,1714,477,20,Cxcl10,22,21,"0,0,56"
598,1767,2,21,Vegfc,156,155,"0,0,56"
599,1616,37,21,Sema3c,27,26,"0,0,56"
600,1584,84,21,Spn,45,44,"0,0,56"
601,1591,86,21,Irf3,45,44,"0,0,56"
602,1673,136,21,Tgfbr2,12,11,"0,0,56"
603,1866,315,22,Gbp2,183,182,"0,0,56"
604,1839,319,21,Itga8,183,182,"0,0,56"
605,1607,11,22,Smad3,27,26,"0,0,56"
606,1602,19,22,Gbp4,27,26,"0,0,56"
607,1653,59,22,Sema3c,132,131,"0,0,56"
608,1581,113,22,Fas,45,44,"0,0,56"
609,1848,280,22,B2m,265,264,"0,0,56"
610,1855,322,22,Tgfbr2,183,182,"0,0,56"
611,1561,17,23,Gbp4,27,26,"0,0,56"
612,1581,124,23,Birc2,45,44,"0,0,56"
613,1764,52,24,Tgfbr2,198,197,"0,0,56"
614,1847,67,24,Zfp36,82,81,"0,0,56"
615,1875,279,24,Vegfc,183,182,"0,0,56"
616,1639,506,24,Stat3,401,400,"0,0,56"
617,1586,9,25,Gbp4,27,26,"0,0,56"
618,1829,83,25,Zfp36,82,81,"0,0,56"
619,1661,132,25,Ddx58,12,11,"0,0,56"
620,1831,260,25,Tnip3,265,264,"0,0,56"
621,1586,17,26,Bcl2,27,26,"0,0,56"
622,1783,47,26,Vegfc,198,197,"0,0,56"
623,1647,71,26,Mrc1,132,131,"0,0,56"
624,1784,134,26,Bcl2,10,9,"0,0,56"
625,1606,505,26,Il12rb1,401,400,"0,0,56"
626,1765,24,27,Gbp4,156,155,"0,0,56"
627,1755,25,27,Il12rb1,156,155,"0,0,56"
628,1875,36,27,B2m,2,1,"0,0,56"
629,1826,65,27,Gbp4,82,81,"0,0,56"
630,1728,84,27,Tnfrsf1b,7,6,"0,0,56"
631,1727,91,27,Stat1,7,6,"0,0,56"
632,1651,399,27,Tgfbr2,148,147,"0,0,56"
633,1583,10,28,Zfp36,27,26,"0,0,56"
634,1775,45,28,Sema3c,198,197,"0,0,56"
635,1851,296,28,Stat1,183,182,"0,0,56"
636,1795,155,29,Sema3c,10,9,"0,0,56"
637,1875,313,29,Fas,183,182,"0,0,56"
638,1627,493,29,Zfp36,401,400,"0,0,56"
639,1869,26,30,Casp7,2,1,"0,0,56"
640,1769,45,30,Vegfc,198,197,"0,0,56"
641,1753,46,30,Stat3,198,197,"0,0,56"
642,1858,55,30,Tnfrsf10b,2,1,"0,0,56"
643,1781,143,30,Bcl2,10,9,"0,0,56"
644,1879,316,30,Tnfrsf1b,183,182,"0,0,56"
645,1866,47,31,Sema3c,2,1,"0,0,56"
646,1740,50,31,Col14a1,41,40,"0,0,56"
647,1551,60,31,Zfp36,321,320,"0,0,56"
648,1879,303,31,Bcl2,183,182,"0,0,56"
649,1646,401,31,Tgfbr2,148,147,"0,0,56"
650,1595,16,32,Gbp4,27,26,"0,0,56"
651,1554,28,32,Tgfbr2,329,328,"0,0,56"
652,1831,64,32,Zfp36,82,81,"0,0,56"
653,1767,101,32,Fas,420,419,"0,0,56"
654,1883,333,32,Il6,183,182,"0,0,56"
655,1629,485,32,Tgfbr2,401,400,"0,0,56"
656,1783,100,33,Zfp36,420,419,"0,0,56"
657,1839,50,34,Tcf4,82,81,"0,0,56"
658,1561,19,35,Casp7,27,26,"0,0,56"
659,1583,86,36,Sema3c,45,44,"0,0,56"
660,1600,272,36,Stat1,318,317,"0,0,56"
661,1766,93,37,Gbp4,420,419,"0,0,56"
662,1836,44,38,Tcf4,82,81,"0,0,56"
663,1585,65,38,Irf3,45,44,"0,0,56"
664,1723,100,38,Zfp36,7,6,"0,0,56"
665,1584,256,38,Tgfbr2,318,317,"0,0,56"
666,1652,38,39,Gbp4,132,131,"0,0,56"
667,1760,77,39,Vegfc,420,419,"0,0,56"
668,1600,254,39,Itga2,318,317,"0,0,56"
669,1851,317,39,Il12rb1,183,182,"0,0,56"
670,1833,37,40,Col14a1,2,1,"0,0,56"
671,1662,57,40,Il12rb1,132,131,"0,0,56"
672,1660,66,40,Birc2,132,131,"0,0,56"
673,1559,29,41,Gbp4,329,328,"0,0,56"
674,1757,58,41,Gbp4,41,40,"0,0,56"
675,1562,70,42,Gata3,45,44,"0,0,56"
676,1577,76,41,Efnb2,45,44,"0,0,56"
677,1719,95,41,Cxcl10,7,6,"0,0,56"
678,1601,259,41,Itga2,318,317,"0,0,56"
679,1582,218,42,Gbp4,318,317,"0,0,56"
680,1755,65,43,Plet1,420,419,"0,0,56"
681,1693,331,0,Cflar,296,295,"0,0,56"
682,1700,464,0,Cxcl9,22,21,"0,0,56"
683,1674,492,1,Il12b,171,170,"0,0,56"
684,1655,144,2,Kdr,426,425,"0,0,56"
685,1726,4,3,Kdr,398,397,"0,0,56"
686,1848,303,3,Kdr,183,182,"0,0,56"
687,1721,17,4,Kdr,398,397,"0,0,56"
688,1751,18,4,Kdr,156,155,"0,0,56"
689,1725,22,4,Kdr,398,397,"0,0,56"
690,1857,318,4,Ifitm3,183,182,"0,0,56"
691,1739,486,4,Kdr,43,42,"0,0,56"
692,1735,488,4,Kdr,43,42,"0,0,56"
693,1730,493,4,Tgfbr1,43,42,"0,0,56"
694,1722,13,5,Kdr,398,397,"0,0,56"
695,1705,434,5,Postn,22,21,"0,0,56"
696,1726,458,6,Postn,22,21,"0,0,56"
697,1894,301,6,Cflar,183,182,"0,0,56"
698,1686,322,6,Kdr,296,295,"0,0,56"
699,1720,474,6,Vcam1,22,21,"0,0,56"
700,1883,18,8,Ctla4,344,343,"0,0,56"
701,1571,32,8,Ephb4,27,26,"0,0,56"
702,1707,145,8,Ephb4,217,216,"0,0,56"
703,1892,12,9,Ctla4,344,343,"0,0,56"
704,1576,22,9,Cd200,27,26,"0,0,56"
705,1706,138,9,Tnfsf10,217,216,"0,0,56"
706,1711,167,9,Tnfrsf1a,217,216,"0,0,56"
707,1689,175,9,Kdr,12,11,"0,0,56"
708,1616,405,9,Tnfaip3,292,291,"0,0,56"
709,1608,406,9,Tnfaip3,292,291,"0,0,56"
710,1717,449,9,Ifnar2,22,21,"0,0,56"
711,1690,168,11,Tbx21,12,11,"0,0,56"
712,1575,16,11,Cd200,27,26,"0,0,56"
713,1722,82,11,Tnfrsf1a,7,6,"0,0,56"
714,1683,487,12,Cd19,171,170,"0,0,56"
715,1580,44,13,Ephb4,27,26,"0,0,56"
716,1856,308,13,Irf2,183,182,"0,0,56"
717,1649,413,13,Tnfrsf1a,148,147,"0,0,56"
718,1672,461,13,Cd74,171,170,"0,0,56"
719,1888,325,14,Kdr,183,182,"0,0,56"
720,1590,10,16,Cxcl9,27,26,"0,0,56"
721,1743,66,15,Kdr,41,40,"0,0,56"
722,1805,160,15,Cflar,10,9,"0,0,56"
723,1725,161,15,Tnfrsf1a,217,216,"0,0,56"
724,1686,347,15,Cd200,296,295,"0,0,56"
725,1752,22,16,Irf2,156,155,"0,0,56"
726,1741,2,17,Kdr,398,397,"0,0,56"
727,1550,21,17,Tnfrsf1a,27,26,"0,0,56"
728,1705,126,17,Samhd1,217,216,"0,0,56"
729,1693,139,17,Ephb4,12,11,"0,0,56"
730,1706,139,18,Cflar,217,216,"0,0,56"
731,1579,5,19,Tnfsf10,27,26,"0,0,56"
732,1579,14,19,Cd200,27,26,"0,0,56"
733,1817,277,19,Irf2,265,264,"0,0,56"
734,1889,6,20,Cflar,344,343,"0,0,56"
735,1762,34,20,Tnfrsf1a,156,155,"0,0,56"
736,1557,52,20,Kdr,329,328,"0,0,56"
737,1747,121,20,Irf2,7,6,"0,0,56"
738,1850,287,20,Irf2,183,182,"0,0,56"
739,1880,288,20,Plin2,183,182,"0,0,56"
740,1648,479,20,Abca3,171,170,"0,0,56"
741,1549,12,21,Tnfrsf1a,27,26,"0,0,56"
742,1559,14,21,Cflar,27,26,"0,0,56"
743,1854,66,21,Ear2,82,81,"0,0,56"
744,1834,105,21,Kdr,82,81,"0,0,56"
745,1665,148,21,Kdr,12,11,"0,0,56"
746,1853,274,21,Kdr,183,182,"0,0,56"
747,1725,100,22,Irf2,7,6,"0,0,56"
748,1682,112,22,Ifitm3,12,11,"0,0,56"
749,1579,127,23,Kdr,45,44,"0,0,56"
750,1794,167,23,Postn,10,9,"0,0,56"
751,1615,445,23,Ephb4,292,291,"0,0,56"
752,1659,495,23,Kdr,171,170,"0,0,56"
753,1834,77,24,Samhd1,82,81,"0,0,56"
754,1602,77,24,Kdr,45,44,"0,0,56"
755,1717,142,24,Rela,217,216,"0,0,56"
756,1750,21,25,Il12b,156,155,"0,0,56"
757,1575,23,25,Kdr,27,26,"0,0,56"
758,1722,60,25,Kdr,41,40,"0,0,56"
759,1725,106,25,Samhd1,7,6,"0,0,56"
760,1775,164,25,Postn,10,9,"0,0,56"
761,1630,55,26,Ephb4,132,131,"0,0,56"
762,1857,279,26,Foxj1,183,182,"0,0,56"
763,1881,334,26,Tnfaip3,183,182,"0,0,56"
764,1636,62,27,Ephb4,132,131,"0,0,56"
765,1572,70,27,Icam2,45,44,"0,0,56"
766,1604,118,27,Kdr,45,44,"0,0,56"
767,1586,124,27,Rela,45,44,"0,0,56"
768,1875,330,28,Ctla4,183,182,"0,0,56"
769,1613,106,28,Kdr,45,44,"0,0,56"
770,1674,118,28,Kdr,12,11,"0,0,56"
771,1828,68,29,Kdr,82,81,"0,0,56"
772,1664,69,29,Cflar,132,131,"0,0,56"
773,1863,274,29,Cflar,183,182,"0,0,56"
774,1640,399,29,Irf2,148,147,"0,0,56"
775,1611,434,29,Aspn,292,291,"0,0,56"
776,1769,21,30,Kdr,156,155,"0,0,56"
777,1825,75,30,Kdr,82,81,"0,0,56"
778,1610,426,30,Aspn,292,291,"0,0,56"
779,1849,52,31,Kdr,2,1,"0,0,56"
780,1780,56,32,Pias3,198,197,"0,0,56"
781,1604,71,31,Samhd1,45,44,"0,0,56"
782,1582,115,31,Kdr,45,44,"0,0,56"
783,1885,314,31,Kdr,183,182,"0,0,56"
784,1768,5,33,Ephb4,156,155,"0,0,56"
785,1582,228,32,Icam2,318,317,"0,0,56"
786,1602,259,32,Kdr,318,317,"0,0,56"
787,1596,259,32,Kdr,318,317,"0,0,56"
788,1849,326,32,Ctla4,183,182,"0,0,56"
789,1759,17,33,Cxcl9,156,155,"0,0,56"
790,1871,31,33,Kdr,2,1,"0,0,56"
791,1740,61,33,Kdr,41,40,"0,0,56"
792,1655,70,33,Kdr,132,131,"0,0,56"
793,1586,93,33,Cflar,45,44,"0,0,56"
794,1603,266,33,Kdr,318,317,"0,0,56"
795,1714,61,34,Ephb4,41,40,"0,0,56"
796,1651,79,34,Tnfrsf1a,132,131,"0,0,56"
797,1720,105,34,Kdr,7,6,"0,0,56"
798,1607,106,34,Kdr,45,44,"0,0,56"
799,1767,111,35,Icam2,420,419,"0,0,56"
800,1590,235,35,Sema3a,318,317,"0,0,56"
801,1668,71,36,Ephb4,132,131,"0,0,56"
802,1538,76,36,Postn,290,289,"0,0,56"
803,1723,85,36,Ccl11,7,6,"0,0,56"
804,1850,325,36,Samhd1,183,182,"0,0,56"
805,1558,14,37,Cd19,27,26,"0,0,56"
806,1613,46,37,Samhd1,132,131,"0,0,56"
807,1741,56,37,Tnfrsf1a,41,40,"0,0,56"
808,1728,82,37,Ccl11,7,6,"0,0,56"
809,1781,111,37,Ephb4,420,419,"0,0,56"
810,1766,138,37,Postn,10,9,"0,0,56"
811,1593,264,37,Abca3,318,317,"0,0,56"
812,1586,44,38,Kdr,27,26,"0,0,56"
813,1612,51,38,Ctla4,132,131,"0,0,56"
814,1727,75,38,Cxcl9,41,40,"0,0,56"
815,1784,81,38,Ifna4,198,197,"0,0,56"
816,1600,89,38,Kdr,45,44,"0,0,56"
817,1628,47,39,Samhd1,132,131,"0,0,56"
818,1596,89,39,Kdr,45,44,"0,0,56"
819,1594,91,39,Kdr,45,44,"0,0,56"
820,1545,25,40,Cd19,329,328,"0,0,56"
821,1617,32,40,Kdr,132,131,"0,0,56"
822,1838,47,40,Kdr,82,81,"0,0,56"
823,1645,39,41,Plin2,132,131,"0,0,56"
824,1845,44,41,Cd200,2,1,"0,0,56"
825,1742,91,41,Cflar,7,6,"0,0,56"
826,1623,68,42,Cd19,132,131,"0,0,56"
827,1553,96,42,Kdr,290,289,"0,0,56"
828,1567,28,43,Cd19,27,26,"0,0,56"
829,1572,53,43,Ephb4,27,26,"0,0,56"
830,1595,209,43,Irgm1,318,317,"0,0,56"
831,1623,49,44,Pias3,132,131,"0,0,56"
832,1220,187,0,Cxcl2,173,172,"0,0,56"
833,1050,329,0,Itgb6,348,347,"0,0,56"
834,1071,330,0,Rsph1,348,347,"0,0,56"
835,1046,328,1,Rtkn2,348,347,"0,0,56"
836,1252,225,2,Nfkbia,139,138,"0,0,56"
837,1415,142,3,Cxcr2,342,341,"0,0,56"
838,1074,326,4,Rsph1,348,347,"0,0,56"
839,1072,327,4,Rsph1,348,347,"0,0,56"
840,1427,158,5,Irf9,342,341,"0,0,56"
841,1051,327,5,Vegfa,348,347,"0,0,56"
842,1039,280,6,Ifnar2,380,379,"0,0,56"
843,1082,294,6,Casp9,348,347,"0,0,56"
844,1072,313,6,Vegfa,348,347,"0,0,56"
845,1067,323,6,Bst2,348,347,"0,0,56"
846,1054,329,6,Vegfa,348,347,"0,0,56"
847,1300,459,6,Blvra,278,277,"0,0,56"
848,1408,157,7,Il4ra,342,341,"0,0,56"
849,1046,304,7,Rtkn2,348,347,"0,0,56"
850,1035,315,8,Vegfa,380,379,"0,0,56"
851,1466,12,9,Vegfa,337,336,"0,0,56"
852,1207,173,10,Adam10,173,172,"0,0,56"
853,1299,476,10,Trim25,278,277,"0,0,56"
854,1480,5,11,Col1a2,337,336,"0,0,56"
855,1423,162,11,Cd274,342,341,"0,0,56"
856,1226,180,11,Socs3,173,172,"0,0,56"
857,1465,11,12,Vegfa,337,336,"0,0,56"
858,1425,166,12,Cd274,342,341,"0,0,56"
859,1039,256,12,Nfkbia,230,229,"0,0,56"
860,1064,115,13,Cxcr2,394,393,"0,0,56"
861,1056,123,13,Irf1,394,393,"0,0,56"
862,1425,163,13,Cd274,342,341,"0,0,56"
863,1412,168,13,Rtkn2,342,341,"0,0,56"
864,1258,203,13,Pias1,173,172,"0,0,56"
865,1494,3,14,Vegfa,337,336,"0,0,56"
866,1050,124,14,Cxcr2,394,393,"0,0,56"
867,1214,172,14,Itgae,173,172,"0,0,56"
868,1412,173,15,C1qa,342,341,"0,0,56"
869,1240,187,15,Sftpc,173,172,"0,0,56"
870,1066,135,16,Irf1,394,393,"0,0,56"
871,1407,174,16,C1qa,342,341,"0,0,56"
872,1247,190,16,Csf2,173,172,"0,0,56"
873,1243,191,16,Csf2,173,172,"0,0,56"
874,1498,0,17,Mcl1,337,336,"0,0,56"
875,1250,191,17,Csf2,173,172,"0,0,56"
876,1494,4,18,Vegfa,337,336,"0,0,56"
877,1058,100,18,Tnf,394,393,"0,0,56"
878,1073,129,18,Nfkbia,394,393,"0,0,56"
879,1395,192,19,Bst2,342,341,"0,0,56"
880,1044,98,20,Nfkbia,394,393,"0,0,56"
881,1245,195,20,Csf2,173,172,"0,0,56"
882,1284,230,20,Apaf1,139,138,"0,0,56"
883,1087,254,20,Il6st,180,179,"0,0,56"
884,1488,1,21,Irf9,337,336,"0,0,56"
885,1075,119,21,Bst2,394,393,"0,0,56"
886,1056,211,21,Foxp3,49,48,"0,0,56"
887,1510,8,22,Vegfa,337,336,"0,0,56"
888,1524,62,22,Vegfa,358,357,"0,0,56"
889,1393,196,22,Bank1,342,341,"0,0,56"
890,1254,215,22,Npnt,139,138,"0,0,56"
891,1492,9,23,Traf6,337,336,"0,0,56"
892,1489,10,23,Traf6,337,336,"0,0,56"
893,1045,98,23,Nfkbia,394,393,"0,0,56"
894,1077,117,23,Bst2,394,393,"0,0,56"
895,1068,210,23,Tnf,49,48,"0,0,56"
896,1231,275,23,Il6st,224,223,"0,0,56"
897,1237,287,23,Notch3,224,223,"0,0,56"
898,1263,236,24,Ccr2,139,138,"0,0,56"
899,1249,308,24,Nfkb1,224,223,"0,0,56"
900,1521,70,25,Vegfa,358,357,"0,0,56"
901,1240,284,25,Ifna2,224,223,"0,0,56"
902,1476,5,26,Il6st,337,336,"0,0,56"
903,1071,106,26,Tgfb1,394,393,"0,0,56"
904,1240,235,26,Vegfa,139,138,"0,0,56"
905,1054,225,27,Ifnlr1,49,48,"0,0,56"
906,1074,232,27,Bst2,180,179,"0,0,56"
907,1506,12,28,Il6st,337,336,"0,0,56"
908,1062,102,28,Nfkbia,394,393,"0,0,56"
909,1054,201,28,Ifna2,49,48,"0,0,56"
910,1076,236,28,Bst2,180,179,"0,0,56"
911,1361,39,29,Foxp3,101,100,"0,0,56"
912,1063,99,29,Nfkbia,394,393,"0,0,56"
913,1069,232,29,Foxp3,180,179,"0,0,56"
914,1515,57,30,Vegfa,321,320,"0,0,56"
915,1526,68,30,Pias1,358,357,"0,0,56"
916,1217,268,30,Apaf1,224,223,"0,0,56"
917,1257,301,30,Notch3,224,223,"0,0,56"
918,1328,476,30,Traf6,278,277,"0,0,56"
919,1493,7,31,Vegfa,337,336,"0,0,56"
920,1360,43,31,Apaf1,101,100,"0,0,56"
921,1514,59,31,Vegfa,358,357,"0,0,56"
922,1049,98,31,Il4ra,394,393,"0,0,56"
923,1067,116,31,Vegfa,394,393,"0,0,56"
924,1078,131,31,Ifna2,394,393,"0,0,56"
925,1296,505,31,Vegfa,381,380,"0,0,56"
926,1062,205,32,Il6st,49,48,"0,0,56"
927,1045,237,32,Ccr2,49,48,"0,0,56"
928,1516,52,33,Tgfb1,321,320,"0,0,56"
929,1520,57,33,Vegfa,321,320,"0,0,56"
930,1044,99,33,Mcl1,394,393,"0,0,56"
931,1253,306,33,Il6st,224,223,"0,0,56"
932,1232,314,33,Il10ra,382,381,"0,0,56"
933,1529,43,34,Nr4a1,321,320,"0,0,56"
934,1053,122,34,Il18bp,394,393,"0,0,56"
935,1077,133,34,Apaf1,394,393,"0,0,56"
936,1524,37,35,Icam1,321,320,"0,0,56"
937,1501,82,35,Mcl1,358,357,"0,0,56"
938,1074,132,35,Apaf1,394,393,"0,0,56"
939,1076,136,35,Apaf1,394,393,"0,0,56"
940,1257,363,35,Ccl5,382,381,"0,0,56"
941,1307,467,35,Traf6,278,277,"0,0,56"
942,1359,53,36,Vegfa,307,306,"0,0,56"
943,1517,54,36,Vegfa,321,320,"0,0,56"
944,1366,56,36,Irf1,101,100,"0,0,56"
945,1530,74,36,Tcf4,358,357,"0,0,56"
946,1038,211,36,Ccl5,49,48,"0,0,56"
947,1231,220,36,Il4ra,139,138,"0,0,56"
948,1535,8,37,Irf9,329,328,"0,0,56"
949,1534,10,37,Irf9,329,328,"0,0,56"
950,1521,101,37,Ifnar2,290,289,"0,0,56"
951,1052,114,37,Nfkbia,394,393,"0,0,56"
952,1276,116,37,Notch3,114,113,"0,0,56"
953,1039,209,37,Ccl5,49,48,"0,0,56"
954,1044,212,37,Ifnar2,49,48,"0,0,56"
955,1050,217,37,Bst2,49,48,"0,0,56"
956,1376,37,38,Vegfa,101,100,"0,0,56"
957,1359,52,38,Vegfa,101,100,"0,0,56"
958,1545,75,38,Il4ra,290,289,"0,0,56"
959,1313,495,38,Blvra,381,380,"0,0,56"
960,1346,52,39,Ccr2,307,306,"0,0,56"
961,1584,66,39,Irf3,45,44,"0,0,56"
962,1288,139,39,Hhip,114,113,"0,0,56"
963,1268,143,39,Col1a2,114,113,"0,0,56"
964,1287,488,39,Bst2,381,380,"0,0,56"
965,1348,50,40,Mcl1,307,306,"0,0,56"
966,1217,310,40,Il10ra,382,381,"0,0,56"
967,1340,56,41,Ccr2,307,306,"0,0,56"
968,1527,77,41,Blvra,358,357,"0,0,56"
969,1287,141,41,Hhip,114,113,"0,0,56"
970,1241,227,41,Il4ra,139,138,"0,0,56"
971,1223,317,41,Il10ra,382,381,"0,0,56"
972,1226,318,41,Il10ra,382,381,"0,0,56"
973,1247,355,41,Ccl5,382,381,"0,0,56"
974,1294,480,41,Vegfa,381,380,"0,0,56"
975,1289,487,41,Bst2,381,380,"0,0,56"
976,1224,310,42,Ccr2,382,381,"0,0,56"
977,1212,314,42,Mcl1,382,381,"0,0,56"
978,1497,101,43,Apaf1,290,289,"0,0,56"
979,1511,106,44,Cflar,290,289,"0,0,56"
980,1263,147,44,Vegfa,114,113,"0,0,56"
981,1240,305,44,Ccr2,224,223,"0,0,56"
982,1202,163,0,Sftpc,173,172,"0,0,56"
983,1259,203,1,Sftpc,173,172,"0,0,56"
984,1256,215,0,Sftpc,139,138,"0,0,56"
985,1317,452,0,Sftpc,278,277,"0,0,56"
986,1199,165,1,Sftpc,173,172,"0,0,56"
987,1202,169,1,Sftpc,173,172,"0,0,56"
988,1264,220,1,Sftpc,139,138,"0,0,56"
989,1263,228,1,Sftpc,139,138,"0,0,56"
990,1234,179,3,Sftpc,173,172,"0,0,56"
991,1230,192,2,Sftpc,173,172,"0,0,56"
992,1243,193,2,Sftpc,173,172,"0,0,56"
993,1256,215,2,Sftpc,139,138,"0,0,56"
994,1320,451,2,Sftpc,278,277,"0,0,56"
995,1201,167,3,Sftpc,173,172,"0,0,56"
996,1242,185,3,Sftpc,173,172,"0,0,56"
997,1251,195,3,Sftpc,173,172,"0,0,56"
998,1206,160,4,Sftpc,173,172,"0,0,56"
999,1231,172,4,Sftpc,173,172,"0,0,56"
1000,1206,173,4,Sftpc,173,172,"0,0,56"
1001,1217,179,4,Sftpc,173,172,"0,0,56"
1002,1220,166,6,Sftpc,173,172,"0,0,56"
1003,1195,167,5,Sftpc,173,172,"0,0,56"
1004,1204,179,5,Sftpc,173,172,"0,0,56"
1005,1215,185,5,Sftpc,173,172,"0,0,56"
1006,1322,464,6,Sftpc,278,277,"0,0,56"
1007,1218,156,6,Sftpc,173,172,"0,0,56"
1008,1233,177,6,Sftpc,173,172,"0,0,56"
1009,1238,181,6,Sftpc,173,172,"0,0,56"
1010,1201,186,7,Sftpc,173,172,"0,0,56"
1011,1316,449,6,Sftpc,278,277,"0,0,56"
1012,1320,457,6,Sftpc,278,277,"0,0,56"
1013,1214,161,7,Sftpc,173,172,"0,0,56"
1014,1195,173,7,Sftpc,173,172,"0,0,56"
1015,1218,189,7,Sftpc,173,172,"0,0,56"
1016,1300,466,7,Sftpc,278,277,"0,0,56"
1017,1262,199,8,Sftpc,173,172,"0,0,56"
1018,1262,219,8,Sftpc,139,138,"0,0,56"
1019,1072,139,9,Ifnar1,394,393,"0,0,56"
1020,1218,162,9,Ccr7,173,172,"0,0,56"
1021,1199,173,9,Sftpc,173,172,"0,0,56"
1022,1201,177,9,Sftpc,173,172,"0,0,56"
1023,1203,182,9,Sftpc,173,172,"0,0,56"
1024,1236,210,9,Sftpc,173,172,"0,0,56"
1025,1253,221,9,Sftpc,139,138,"0,0,56"
1026,1313,451,9,Sftpc,278,277,"0,0,56"
1027,1319,454,9,Sftpc,278,277,"0,0,56"
1028,1243,183,10,Sftpc,173,172,"0,0,56"
1029,1205,184,10,Sftpc,173,172,"0,0,56"
1030,1211,185,10,Sftpc,173,172,"0,0,56"
1031,1211,195,10,Sftpc,173,172,"0,0,56"
1032,1243,201,10,Sftpc,173,172,"0,0,56"
1033,1071,313,10,Sftpc,348,347,"0,0,56"
1034,1312,449,10,Sftpc,278,277,"0,0,56"
